EventID,WorkGroup,AssetName,DownStart,DownEnd,Total Duration,Shift Scheduled Duration,Total Scheduled Duration,Reason,Code,ShiftNumber,ScheduleID,OEE
1729797,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:02,0:00:02,0:00:02,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59256,1
1729790,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:29,0:00:29,0:00:29,Falla26. Servo Soporte Derecho Altura Fallo,,1,59256,1
1729782,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:36,0:00:36,0:00:36,Falla35. Servo Pin Izquierdo Longitud Fallo,,1,59256,1
1729779,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:16,0:00:16,0:00:16,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59256,1
1729775,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:01,0:00:01,0:00:01,Falla35. Servo Pin Izquierdo Longitud Fallo,,1,59256,1
1729760,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:33,0:00:33,0:00:33,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59256,1
1729759,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:02,0:00:02,0:00:02,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59256,1
1729747,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:06,0:00:06,0:00:06,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59256,1
1729745,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:05,0:00:05,0:00:05,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59254,1
1729744,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:03,0:00:03,0:00:03,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59254,1
1729743,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:05,0:00:05,0:00:05,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59254,1
1729741,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:01:19,0:01:19,0:01:19,Ing - En Proceso: .,,3,59254,1
1729739,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:08:00,0:08:00,0:08:00,Ing - .,,3,59254,0.98
1729727,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:01,0:00:01,0:00:01,Falla 67:  Pin Izquierda Posn Aproximacion,,3,59254,1
1729723,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:03,0:00:03,0:00:03,Falla 67:  Pin Izquierda Posn Aproximacion,,3,59254,1
1729720,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:02,0:00:02,0:00:02,Falla 67:  Pin Izquierda Posn Aproximacion,,3,59254,1
1729715,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:02,0:00:02,0:00:02,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59254,1
1729712,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:05,0:00:05,0:00:05,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59254,1
1729709,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:08,0:00:08,0:00:08,Falla 67:  Pin Izquierda Posn Aproximacion,,3,59254,1
1729705,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:03,0:00:03,0:00:03,Falla 67:  Pin Izquierda Posn Aproximacion,,3,59254,1
1729703,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:07,0:00:07,0:00:07,Falla 67:  Pin Izquierda Posn Aproximacion,,3,59254,1
1729700,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:06,0:00:06,0:00:06,Falla 67:  Pin Izquierda Posn Aproximacion,,3,59254,1
1729695,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:03,0:00:03,0:00:03,Falla 67:  Pin Izquierda Posn Aproximacion,,3,59254,1
1729688,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:04,0:00:04,0:00:04,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59254,1
1729687,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:05,0:00:05,0:00:05,Falla 67:  Pin Izquierda Posn Aproximacion,,3,59254,1
1729681,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:03,0:00:03,0:00:03,Falla 67:  Pin Izquierda Posn Aproximacion,,3,59254,1
1729677,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:01:06,0:01:06,0:01:06,Falla 58: C-Clip Posn. Extendida,,3,59254,1
1729676,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:11,0:00:11,0:00:11,Falla 67:  Pin Izquierda Posn Aproximacion,,3,59254,1
1729673,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:07,0:00:07,0:00:07,Falla 67:  Pin Izquierda Posn Aproximacion,,3,59254,1
1729669,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:17,0:00:17,0:00:17,Falla 67:  Pin Izquierda Posn Aproximacion,,3,59254,1
1729645,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:09:37,0:09:37,0:09:37,Falla 58: C-Clip Posn. Extendida,,3,59254,0.98
1729558,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:05,0:00:05,0:00:05,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59254,1
1729548,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:01,0:00:01,0:00:01,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59254,1
1729520,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:02,0:00:02,0:00:02,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59254,1
1729507,Ensamble 100D,Bench 100D,5/21/2024,5/21/2024,0:00:02,0:00:02,0:00:02,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59254,1
1729439,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:03,0:00:03,0:00:03,Falla 58: C-Clip Posn. Extendida,,3,59254,1
1729380,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:04,0:00:04,0:00:04,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59254,1
1729306,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:05,0:00:05,0:00:05,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,2,59253,1
1729171,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:01:20,0:01:20,0:01:20,Calidad - .,,2,59253,1
1729170,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:10,0:00:10,0:00:10,"Calidad - ,",,2,59253,1
1729169,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:12,0:00:12,0:00:12,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,2,59253,1
1729168,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:04,0:00:04,0:00:04,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,2,59253,1
1729167,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:06,0:00:06,0:00:06,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,2,59253,1
1729166,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:12,0:00:12,0:00:12,Falla 72:  Soporte Derecha Posn Insercion,,2,59253,1
1729165,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:27,0:00:27,0:00:27,Falla35. Servo Pin Izquierdo Longitud Fallo,,2,59253,1
1729139,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:52:49,0:52:49,0:52:49,Falla209. 3 Rechazos Concecutivos en Prueba de Fuga. Llame a Supervisor.,,2,59253,0.89
1729134,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:03:55,0:03:55,0:03:55,Calidad - badge,,2,59253,0.99
1729113,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:03,0:00:03,0:00:03,Falla209. 3 Rechazos Concecutivos en Prueba de Fuga. Llame a Supervisor.,,2,59253,1
1729082,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:36,0:00:36,0:00:36,Falla35. Servo Pin Izquierdo Longitud Fallo,,2,59253,1
1729078,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:19,0:00:19,0:00:19,Ing - ajuste,,2,59253,1
1729026,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:04,0:00:04,0:00:04,Falla35. Servo Pin Izquierdo Longitud Fallo,,2,59253,1
1729009,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:07,0:00:07,0:00:07,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,2,59253,1
1728916,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:04,0:00:04,0:00:04,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728915,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:02,0:00:02,0:00:02,Falla35. Servo Pin Izquierdo Longitud Fallo,,1,59252,1
1728908,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:01:17,0:01:17,0:01:17,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728907,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:03,0:00:03,0:00:03,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728904,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:02,0:00:02,0:00:02,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728895,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:01,0:00:01,0:00:01,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728865,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:02,0:00:02,0:00:02,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728832,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:02,0:00:02,0:00:02,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728787,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:05,0:00:05,0:00:05,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728784,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:02,0:00:02,0:00:02,Falla35. Servo Pin Izquierdo Longitud Fallo,,1,59252,1
1728761,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:23,0:00:23,0:00:23,Falla 72:  Soporte Derecha Posn Insercion,,1,59252,1
1728750,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:58,0:00:58,0:00:58,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728741,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:02,0:00:02,0:00:02,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728735,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:03,0:00:03,0:00:03,Falla26. Servo Soporte Derecho Altura Fallo,,1,59252,1
1728726,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:03:24,0:03:24,0:03:24,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,0.99
1728720,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:01,0:00:01,0:00:01,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728717,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:01,0:00:01,0:00:01,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728715,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:01,0:00:01,0:00:01,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728714,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:38,0:00:38,0:00:38,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728712,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:02,0:00:02,0:00:02,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728648,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:02,0:00:02,0:00:02,Falla35. Servo Pin Izquierdo Longitud Fallo,,1,59252,1
1728642,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:02:00,0:02:00,0:02:00,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728575,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:01,0:00:01,0:00:01,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728543,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:03,0:00:03,0:00:03,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728539,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:02,0:00:02,0:00:02,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728537,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:03,0:00:03,0:00:03,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728533,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:03,0:00:03,0:00:03,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728529,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:01,0:00:01,0:00:01,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728522,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:03,0:00:03,0:00:03,Falla35. Servo Pin Izquierdo Longitud Fallo,,1,59252,1
1728490,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:11:53,0:11:53,0:11:53,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,0.98
1728464,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:01,0:00:01,0:00:01,Falla 58: C-Clip Posn. Extendida,,1,59252,1
1728452,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:04,0:00:04,0:00:04,Falla 70:  Soporte Derecha Posn Pre Insercion,,1,59252,1
1728423,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:34,0:00:34,0:00:34,Falla26. Servo Soporte Derecho Altura Fallo,,1,59252,1
1728416,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:26,0:00:26,0:00:26,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59252,1
1728410,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:01:15,0:01:15,0:01:15,Ing - ajuste,,1,59252,1
1728400,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:05:38,0:05:38,0:05:38,Falla26. Servo Soporte Derecho Altura Fallo,,1,59252,0.99
1728369,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:08,0:00:08,0:00:08,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728368,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:03,0:00:03,0:00:03,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59251,1
1728367,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:04,0:00:04,0:00:04,Falla26. Servo Soporte Derecho Altura Fallo,,3,59251,1
1728366,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:05,0:00:05,0:00:05,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728365,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:06,0:00:06,0:00:06,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728364,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:03,0:00:03,0:00:03,Falla26. Servo Soporte Derecho Altura Fallo,,3,59251,1
1728363,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:05,0:00:05,0:00:05,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728362,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:04,0:00:04,0:00:04,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728361,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:04,0:00:04,0:00:04,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728360,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:08,0:00:08,0:00:08,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59251,1
1728359,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:03,0:00:03,0:00:03,Falla 72:  Soporte Derecha Posn Insercion,,3,59251,1
1728358,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:42,0:00:42,0:00:42,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728357,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:40,0:00:40,0:00:40,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59251,1
1728356,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:08,0:00:08,0:00:08,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728355,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:07,0:00:07,0:00:07,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59251,1
1728354,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:05,0:00:05,0:00:05,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728353,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:08,0:00:08,0:00:08,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728352,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:06,0:00:06,0:00:06,Falla26. Servo Soporte Derecho Altura Fallo,,3,59251,1
1728351,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:36,0:00:36,0:00:36,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728350,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:03,0:00:03,0:00:03,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728349,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:05,0:00:05,0:00:05,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728348,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:04,0:00:04,0:00:04,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728346,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:06,0:00:06,0:00:06,Falla26. Servo Soporte Derecho Altura Fallo,,3,59251,1
1728343,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:06,0:00:06,0:00:06,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728342,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:20,0:00:20,0:00:20,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59251,1
1728341,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:04,0:00:04,0:00:04,Falla26. Servo Soporte Derecho Altura Fallo,,3,59251,1
1728340,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:10,0:00:10,0:00:10,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728338,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:06,0:00:06,0:00:06,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728337,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:05,0:00:05,0:00:05,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728336,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:16,0:00:16,0:00:16,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728335,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:08,0:00:08,0:00:08,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59251,1
1728334,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:06,0:00:06,0:00:06,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59251,1
1728333,Ensamble 100D,Bench 100D,5/20/2024,5/20/2024,0:00:31,0:00:31,0:00:31,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59251,1
1728126,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:08,0:00:08,0:00:08,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59221,1
1728091,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:02,0:00:02,0:00:02,Falla35. Servo Pin Izquierdo Longitud Fallo,,1,59221,1
1728089,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:11,0:00:11,0:00:11,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59221,1
1728077,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:10,0:00:10,0:00:10,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59221,1
1728074,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:02,0:00:02,0:00:02,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59221,1
1728013,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:03,0:00:03,0:00:03,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59221,1
1727974,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:05,0:00:05,0:00:05,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59221,1
1727952,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:02,0:00:02,0:00:02,Falla 58: C-Clip Posn. Extendida,,1,59221,1
1727905,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:02,0:00:02,0:00:02,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59221,1
1727902,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:01,0:00:01,0:00:01,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59221,1
1727895,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:39,0:00:39,0:00:39,Calidad - .,,1,59221,1
1727885,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:03,0:00:03,0:00:03,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59221,1
1727883,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:02,0:00:02,0:00:02,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,1,59221,1
1727878,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:01,0:00:01,0:00:01,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59220,1
1727877,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:02,0:00:02,0:00:02,Falla17. Servo Soporte Izquierdo Altura Fallo,,3,59220,1
1727876,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:01,0:00:01,0:00:01,Falla17. Servo Soporte Izquierdo Altura Fallo,,3,59220,1
1727875,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:03,0:00:03,0:00:03,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59220,1
1727874,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:03,0:00:03,0:00:03,Falla 13. Ciclo no terminado. Llame a Calidad o Ingenieria para validar.,,3,59220,1
1727873,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:04:05,0:04:05,0:04:05,Falla 13. Ciclo no terminado. Llame a Calidad o Ingenieria para validar.,,3,59220,0.99
1727872,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:04,0:00:04,0:00:04,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59220,1
1727871,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:08,0:00:08,0:00:08,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59220,1
1727870,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:03,0:00:03,0:00:03,Falla 13. Ciclo no terminado. Llame a Calidad o Ingenieria para validar.,,3,59220,1
1727869,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:08:27,0:08:27,0:08:27,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59220,0.98
1727868,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:16,0:00:16,0:00:16,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59220,1
1727867,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:03,0:00:03,0:00:03,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59220,1
1727866,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:03,0:00:03,0:00:03,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59220,1
1727865,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:05,0:00:05,0:00:05,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59220,1
1727864,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:03,0:00:03,0:00:03,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59220,1
1727863,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:02,0:00:02,0:00:02,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59220,1
1727862,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:02,0:00:02,0:00:02,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59220,1
1727861,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:04,0:00:04,0:00:04,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59220,1
1727860,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:09,0:00:09,0:00:09,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59220,1
1727859,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:03,0:00:03,0:00:03,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59220,1
1727858,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:02,0:00:02,0:00:02,Falla26. Servo Soporte Derecho Altura Fallo,,3,59220,1
1727857,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:02,0:00:02,0:00:02,Falla26. Servo Soporte Derecho Altura Fallo,,3,59220,1
1727856,Ensamble 100D,Bench 100D,5/18/2024,5/18/2024,0:00:02,0:00:02,0:00:02,Falla 12. Scanner de Seguridad Interrumpido Durante el Ciclo,,3,59220,1
1727855,Ensamble 100D,Bench 100D,5/17/2024,5/17/2024,0:00:02,0:00:02,0:00:02,Falla35. Servo Pin Izquierdo Longitud Fallo,,3,59220,1
